Zoo Name,Location,City,State,SpeciesID,Species Name,Opening Balance - Male,Opening Balance - Female,Opening Balance - Unknown Sex,Opening Balance - Total,Birth - Male,Birth - Female,Birth - Unknown Sex,Acquisition - Male,Acquisition - Female,Acquisition - Unknown Sex,Death - Male,Death - Female,Death - Unknown Sex,Disposal - Male,Disposal - Female,Disposal - Unknown Sex,Closing Balance - Male,Closing Balance - Female,Closing Balance - Unknown Sex,Closing Balance - Total,Zoo Size,Total_Birth,Total_Acquisition,Total_Death,Total_Disposal,Calculated_Closing,Reporting_Error,Zone,Net_Growth,Is_Endangered,Mortality_Rate
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,25.0,"Eastern (Lorius ) Black-capped hypoinochr Lory, ous Purple-bellied Lory",4.0,2.0,12.0,2.0,2.0,8.0,5.0,14.0,7.0,15.0,6.0,2.0,4.0,9.0,12.0,9.0,2.0,7.0,8.0,14.0,Medium,15.0,36.0,12.0,30.0,11.0,True,East,9.0,False,6.0
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,26.0,Emperor Goose (Anser ) canagicus,8.0,9.0,5.0,2.0,15.0,10.0,14.0,15.0,9.0,5.0,12.0,15.0,7.0,11.0,9.0,3.0,7.0,10.0,5.0,5.0,Medium,39.0,29.0,34.0,23.0,13.0,True,East,11.0,False,17.0
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,27.0,Emu (Dromaius ) novaehollan diae,3.0,3.0,9.0,6.0,5.0,12.0,11.0,14.0,6.0,10.0,6.0,6.0,15.0,4.0,14.0,9.0,2.0,4.0,11.0,6.0,Medium,28.0,30.0,27.0,27.0,10.0,True,East,4.0,False,4.5
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,28.0,Finch sp. (Lonchura ) sp.,4.0,6.0,20.0,20.0,3.0,10.0,11.0,12.0,12.0,12.0,10.0,13.0,12.0,6.0,3.0,16.0,14.0,15.0,4.0,4.0,Medium,24.0,36.0,35.0,25.0,20.0,True,East,0.0,False,1.75
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,29.0,"Galah, Roseate (Eolophus ) Cockatoo roseicapilla",15.0,10.0,13.0,11.0,9.0,7.0,4.0,9.0,3.0,2.0,13.0,7.0,15.0,2.0,10.0,11.0,3.0,9.0,2.0,2.0,Medium,20.0,14.0,35.0,23.0,-13.0,True,East,-24.0,False,3.18
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,30.0,"Goffin's Cockatoo, (Cacatua ) Tanimbar goffiniana Cockatoo, Tanimbar Corella",6.0,10.0,13.0,5.0,11.0,14.0,4.0,2.0,6.0,12.0,6.0,9.0,3.0,7.0,10.0,11.0,6.0,6.0,12.0,12.0,Medium,29.0,20.0,18.0,28.0,8.0,True,East,3.0,False,3.6
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,31.0,"Golden Conure, (Guarouba ) Golden Parakeet, guarouba Queen of Bavaria's Conure",7.0,12.0,8.0,3.0,3.0,15.0,13.0,5.0,5.0,3.0,2.0,6.0,11.0,13.0,11.0,13.0,15.0,13.0,3.0,3.0,Medium,31.0,13.0,19.0,37.0,-9.0,True,East,-12.0,False,6.33
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,32.0,Golden Pheasant (Chrysoloph ) us pictus,4.0,6.0,6.0,10.0,11.0,9.0,12.0,2.0,4.0,14.0,13.0,9.0,15.0,8.0,8.0,6.0,2.0,2.0,6.0,10.0,Medium,32.0,20.0,37.0,22.0,3.0,True,East,-7.0,False,3.7
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,33.0,Gray-winged (Psophia ) Trumpeter crepitans,15.0,15.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,2.0,5.0,6.0,4.0,4.0,3.0,9.0,2.0,13.0,3.0,5.0,Medium,14.0,10.0,15.0,16.0,-2.0,True,East,-7.0,False,3.0
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,35.0,"Greater (Cacatua ) Sulphur-crested galerita Cockatoo, Sulphur-crested Cockatoo",9.0,11.0,11.0,15.0,7.0,5.0,5.0,11.0,5.0,13.0,15.0,6.0,2.0,6.0,2.0,13.0,11.0,3.0,13.0,13.0,Medium,17.0,29.0,23.0,21.0,17.0,True,East,2.0,False,1.53
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,36.0,Green Imperial (Ducula ) Pigeon aenea,3.0,9.0,3.0,3.0,10.0,15.0,4.0,11.0,12.0,6.0,3.0,14.0,4.0,9.0,3.0,8.0,8.0,9.0,3.0,3.0,Medium,29.0,29.0,21.0,20.0,20.0,True,East,17.0,False,7.0
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,37.0,Green Pigeon sp. (Treron sp. ),6.0,4.0,3.0,14.0,7.0,9.0,10.0,11.0,3.0,8.0,5.0,11.0,7.0,5.0,4.0,6.0,10.0,15.0,3.0,14.0,Medium,26.0,22.0,23.0,15.0,24.0,True,East,10.0,False,1.64
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,38.0,"Green-cheeked (Amazona ) Amazon, viridigenalis Green-cheeked Parrot, Red-crowned Amazon, Red-crowned Parrot",13.0,9.0,8.0,9.0,10.0,3.0,15.0,2.0,4.0,26.0,15.0,4.0,14.0,11.0,13.0,10.0,4.0,12.0,26.0,26.0,Medium,28.0,32.0,33.0,34.0,2.0,True,East,-7.0,False,3.67
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,39.0,"Green-winged (Ara ) Macaw, chloropteru Red-and-green s Macaw",5.0,12.0,14.0,14.0,2.0,11.0,10.0,9.0,9.0,3.0,8.0,13.0,14.0,15.0,8.0,13.0,5.0,10.0,3.0,3.0,Medium,23.0,21.0,35.0,36.0,-13.0,True,East,-27.0,False,2.5
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,40.0,"Grey Parrot, (Psittacus ) Jacquot erithacus",13.0,2.0,7.0,7.0,4.0,13.0,2.0,5.0,10.0,6.0,14.0,14.0,9.0,13.0,2.0,15.0,9.0,3.0,13.0,13.0,Medium,19.0,21.0,37.0,30.0,-20.0,True,East,-27.0,False,5.29
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,41.0,"Grey crowned (Balearica ) crane, Grey regulorum Crowned-crane, Grey Crowned-Crane, South African Crowned Crane, Southern crowned crane",8.0,6.0,2.0,4.0,9.0,12.0,12.0,2.0,14.0,5.0,13.0,12.0,8.0,9.0,2.0,5.0,15.0,6.0,5.0,3.0,Medium,33.0,21.0,33.0,16.0,9.0,True,East,5.0,False,8.25
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,43.0,Hooded Vulture (Necrosyrtes ) monachus,13.0,8.0,14.0,3.0,4.0,6.0,7.0,15.0,9.0,3.0,8.0,12.0,2.0,5.0,12.0,2.0,11.0,3.0,3.0,3.0,Medium,17.0,27.0,22.0,19.0,6.0,True,East,3.0,False,7.33
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,44.0,Java Sparrow (Lonchura ) oryzivora,13.0,6.0,11.0,5.0,6.0,6.0,13.0,14.0,2.0,6.0,2.0,5.0,12.0,6.0,15.0,11.0,7.0,13.0,6.0,6.0,Medium,25.0,22.0,19.0,32.0,1.0,True,East,-4.0,False,3.8
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,45.0,King Vulture (Sarcoramp ) hus papa,8.0,10.0,2.0,2.0,13.0,8.0,2.0,13.0,14.0,7.0,2.0,10.0,11.0,13.0,4.0,6.0,10.0,5.0,2.0,7.0,Medium,23.0,34.0,23.0,23.0,13.0,True,East,11.0,False,11.5
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,46.0,Knob-billed Duck (Sarkidiornis ) melanotos,10.0,11.0,7.0,3.0,6.0,14.0,11.0,9.0,2.0,2.0,7.0,8.0,3.0,10.0,7.0,7.0,8.0,15.0,4.0,2.0,Medium,31.0,13.0,18.0,24.0,5.0,True,East,2.0,False,6.0
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,47.0,Lady Amherst's (Chrysoloph ) Pheasant us amherstiae,2.0,15.0,2.0,3.0,3.0,11.0,13.0,5.0,13.0,13.0,6.0,2.0,8.0,8.0,11.0,5.0,2.0,3.0,2.0,4.0,Medium,27.0,31.0,16.0,24.0,21.0,True,East,18.0,False,5.33
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,48.0,Lesser Adjutant (Leptoptilos ) Stork javanicus,13.0,12.0,2.0,2.0,8.0,6.0,13.0,3.0,14.0,3.0,5.0,13.0,10.0,6.0,8.0,8.0,11.0,10.0,2.0,2.0,Medium,27.0,20.0,28.0,22.0,-1.0,True,East,-3.0,False,14.0
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,49.0,"Lesser (Cacatua ) Sulphur-crested sulphurea Cockatoo, Yellow-crested Cockatoo",13.0,2.0,8.0,10.0,9.0,11.0,2.0,4.0,2.0,14.0,3.0,10.0,5.0,5.0,4.0,11.0,13.0,2.0,13.0,15.0,Medium,22.0,20.0,18.0,20.0,14.0,True,East,4.0,False,1.8
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,50.0,Lesser Whistling (Dendrocygn ) Duck a javanica,4.0,10.0,10.0,3.0,2.0,7.0,7.0,14.0,5.0,3.0,10.0,4.0,2.0,9.0,6.0,10.0,2.0,9.0,3.0,3.0,Medium,16.0,22.0,16.0,25.0,0.0,True,East,-3.0,False,5.33
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,51.0,Magpie Goose (Anseranas ) semipalmat a,4.0,4.0,15.0,5.0,9.0,14.0,11.0,11.0,10.0,10.0,11.0,12.0,9.0,11.0,3.0,4.0,2.0,4.0,7.0,13.0,Medium,34.0,31.0,32.0,18.0,20.0,True,East,15.0,False,6.4
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,52.0,Mandarin Duck (Aix ) galericulata,13.0,7.0,9.0,7.0,10.0,6.0,15.0,8.0,11.0,13.0,14.0,15.0,15.0,9.0,5.0,10.0,3.0,11.0,13.0,13.0,Medium,31.0,32.0,44.0,24.0,2.0,True,East,-5.0,False,6.29
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,53.0,Military Macaw (Ara militaris ),8.0,2.0,5.0,15.0,7.0,10.0,14.0,3.0,5.0,11.0,12.0,5.0,7.0,11.0,4.0,8.0,10.0,9.0,8.0,13.0,Medium,31.0,19.0,24.0,23.0,18.0,True,East,3.0,False,1.6
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,55.0,Muscovy Duck (Cairina ) moschata,15.0,12.0,13.0,7.0,13.0,3.0,3.0,3.0,14.0,24.0,6.0,12.0,5.0,3.0,8.0,3.0,9.0,4.0,24.0,26.0,Medium,19.0,41.0,23.0,14.0,30.0,True,East,23.0,False,3.29
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,56.0,Mute Swan (Cygnus olor ),13.0,11.0,2.0,2.0,12.0,9.0,10.0,15.0,14.0,10.0,12.0,5.0,7.0,2.0,15.0,9.0,14.0,5.0,4.0,2.0,Medium,31.0,39.0,24.0,26.0,22.0,True,East,20.0,False,12.0
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,57.0,Nanday Parakeet (Aratinga ) nenday,4.0,12.0,7.0,6.0,4.0,10.0,15.0,6.0,6.0,15.0,15.0,9.0,13.0,4.0,12.0,2.0,12.0,15.0,14.0,5.0,Medium,29.0,27.0,37.0,18.0,7.0,True,East,1.0,False,6.17
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,58.0,Northern Pintail (Anas acuta ),8.0,2.0,5.0,2.0,14.0,14.0,15.0,15.0,13.0,13.0,8.0,6.0,15.0,8.0,9.0,11.0,8.0,8.0,2.0,2.0,Medium,43.0,41.0,29.0,28.0,29.0,True,East,27.0,False,14.5
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,59.0,Painted Stork (Mycteria ) leucocephal a,15.0,6.0,47.0,47.0,7.0,15.0,19.0,10.0,9.0,15.0,15.0,13.0,3.0,13.0,4.0,8.0,12.0,7.0,66.0,66.0,Medium,41.0,34.0,31.0,25.0,66.0,False,East,19.0,False,0.66
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,60.0,Pigeon (Columba ) livia,8.0,15.0,11.0,9.0,9.0,5.0,15.0,10.0,13.0,51.0,12.0,13.0,13.0,2.0,3.0,15.0,13.0,5.0,52.0,52.0,Medium,29.0,74.0,38.0,20.0,54.0,True,East,45.0,False,4.22
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,61.0,Plum-headed (Psittacula ) Parakeet cyanocepha la,6.0,14.0,7.0,7.0,6.0,12.0,12.0,2.0,15.0,9.0,11.0,13.0,6.0,7.0,5.0,6.0,14.0,10.0,5.0,9.0,Medium,30.0,26.0,30.0,18.0,15.0,True,East,8.0,False,4.29
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,62.0,Radjah Shelduck (Radjah ) radjah,8.0,5.0,5.0,4.0,8.0,3.0,2.0,4.0,11.0,7.0,5.0,3.0,13.0,11.0,13.0,13.0,15.0,10.0,3.0,11.0,Medium,13.0,22.0,21.0,37.0,-19.0,True,East,-23.0,False,5.25
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,63.0,Red Junglefowl (Gallus ) gallus,8.0,14.0,9.0,9.0,8.0,7.0,13.0,6.0,15.0,15.0,3.0,2.0,5.0,2.0,11.0,4.0,14.0,3.0,3.0,2.0,Medium,28.0,36.0,10.0,17.0,46.0,True,East,37.0,False,1.11
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,64.0,Red Lory (Eos bornea ),12.0,5.0,4.0,6.0,10.0,13.0,6.0,6.0,6.0,13.0,9.0,9.0,5.0,6.0,12.0,9.0,11.0,5.0,13.0,13.0,Medium,29.0,25.0,23.0,27.0,10.0,True,East,4.0,False,3.83
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,65.0,"Red-billed Toucan, (Ramphasto ) White-throated s tucanus toucan",4.0,6.0,14.0,14.0,8.0,12.0,12.0,5.0,13.0,2.0,12.0,3.0,6.0,8.0,5.0,15.0,12.0,9.0,6.0,14.0,Medium,32.0,20.0,21.0,28.0,17.0,True,East,3.0,False,1.5
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,66.0,Red-breasted (Psittacula ) Parakeet alexandri,11.0,12.0,3.0,14.0,8.0,5.0,6.0,13.0,7.0,2.0,9.0,11.0,14.0,14.0,5.0,10.0,15.0,11.0,2.0,2.0,Medium,19.0,22.0,34.0,29.0,-8.0,True,East,-22.0,False,2.43
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,68.0,Rose-ringed (Psittacula ) Parakeet krameri,12.0,5.0,31.0,31.0,4.0,11.0,12.0,5.0,6.0,13.0,2.0,4.0,3.0,8.0,4.0,7.0,14.0,13.0,44.0,44.0,Medium,27.0,24.0,9.0,19.0,54.0,True,East,23.0,False,0.29
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,69.0,Rose-ringed (Psittacula ) Parakeet (color sp. morph),7.0,7.0,15.0,6.0,3.0,4.0,14.0,3.0,9.0,35.0,15.0,11.0,11.0,7.0,7.0,15.0,15.0,3.0,35.0,36.0,Medium,21.0,47.0,37.0,29.0,8.0,True,East,2.0,False,6.17
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,70.0,Rosy-billed (Netta ) Pochard peposaca,6.0,3.0,14.0,15.0,6.0,7.0,12.0,7.0,9.0,8.0,6.0,13.0,12.0,8.0,14.0,12.0,10.0,12.0,8.0,8.0,Medium,25.0,24.0,31.0,34.0,-1.0,True,East,-16.0,False,2.07
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,71.0,Ruddy Shelduck (Tadorna ) ferruginea,7.0,7.0,10.0,8.0,8.0,12.0,6.0,4.0,6.0,4.0,4.0,12.0,15.0,13.0,11.0,5.0,4.0,14.0,4.0,4.0,Medium,26.0,14.0,31.0,29.0,-12.0,True,East,-20.0,False,3.88
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,72.0,Scarlet Ibis (Eudocimus ) ruber,7.0,15.0,14.0,13.0,4.0,11.0,6.0,6.0,15.0,2.0,10.0,11.0,4.0,2.0,4.0,11.0,12.0,13.0,2.0,2.0,Medium,21.0,23.0,25.0,17.0,15.0,True,East,2.0,False,1.92
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,73.0,Scarlet Macaw (Ara macao ),5.0,8.0,14.0,12.0,7.0,7.0,11.0,3.0,12.0,9.0,3.0,3.0,6.0,5.0,8.0,3.0,10.0,14.0,9.0,10.0,Medium,25.0,24.0,12.0,16.0,33.0,True,East,21.0,False,1.0
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,74.0,Silver Pheasant (Lophura ) nycthemera,4.0,4.0,14.0,8.0,8.0,12.0,15.0,15.0,9.0,8.0,4.0,13.0,9.0,6.0,11.0,3.0,2.0,12.0,7.0,10.0,Medium,35.0,32.0,26.0,20.0,29.0,True,East,21.0,False,3.25
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,75.0,Southern (Casuarius ) Cassowary casuarius,15.0,6.0,11.0,2.0,7.0,5.0,12.0,12.0,10.0,15.0,6.0,14.0,8.0,6.0,7.0,9.0,7.0,14.0,9.0,3.0,Medium,24.0,37.0,28.0,22.0,13.0,True,East,11.0,False,14.0
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,76.0,Southern (Chauna ) Screamer torquata,15.0,5.0,4.0,2.0,11.0,14.0,7.0,8.0,15.0,10.0,13.0,14.0,3.0,4.0,15.0,6.0,13.0,14.0,7.0,9.0,Medium,32.0,33.0,30.0,25.0,12.0,True,East,10.0,False,15.0
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,77.0,Spot-billed Pelican (Pelecanus ) philippensis,10.0,10.0,8.0,2.0,15.0,9.0,15.0,5.0,2.0,9.0,8.0,11.0,11.0,12.0,9.0,8.0,8.0,8.0,13.0,5.0,Medium,39.0,16.0,30.0,29.0,-2.0,True,East,-4.0,False,15.0
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,78.0,"Sun Conure, Sun (Aratinga ) Parakeet solstitialis",14.0,14.0,10.0,2.0,10.0,3.0,9.0,12.0,8.0,9.0,14.0,10.0,15.0,9.0,13.0,13.0,6.0,9.0,3.0,14.0,Medium,22.0,29.0,39.0,35.0,-21.0,True,East,-23.0,False,19.5
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,79.0,*Temminck's (Tragopan ) Tragopan temminckii,2.0,4.0,3.0,3.0,15.0,9.0,4.0,11.0,12.0,2.0,12.0,8.0,14.0,12.0,10.0,12.0,2.0,7.0,14.0,2.0,Medium,28.0,25.0,34.0,34.0,-12.0,True,East,-15.0,False,11.33
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,80.0,"Umbrella (Cacatua ) Cockatoo, White alba Cockatoo",5.0,5.0,8.0,13.0,10.0,13.0,4.0,13.0,14.0,2.0,15.0,15.0,4.0,3.0,5.0,10.0,12.0,10.0,3.0,3.0,Medium,27.0,29.0,34.0,18.0,17.0,True,East,4.0,False,2.62
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,82.0,White Ibis (Eudocimus ) albus,10.0,7.0,3.0,9.0,14.0,5.0,13.0,9.0,9.0,6.0,13.0,2.0,2.0,6.0,2.0,8.0,6.0,4.0,6.0,6.0,Medium,32.0,24.0,17.0,16.0,32.0,True,East,23.0,False,1.89
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,83.0,White-faced (Dendrocygn ) Whistling-Duck a viduata,11.0,13.0,11.0,7.0,5.0,4.0,5.0,4.0,2.0,2.0,6.0,11.0,12.0,4.0,14.0,10.0,5.0,4.0,2.0,2.0,Medium,14.0,8.0,29.0,28.0,-28.0,True,East,-35.0,False,4.14
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,84.0,Woolly-necked (Ciconia ) Stork episcopus,11.0,10.0,14.0,13.0,6.0,13.0,8.0,5.0,12.0,8.0,4.0,2.0,3.0,7.0,4.0,7.0,4.0,9.0,5.0,8.0,Medium,27.0,25.0,9.0,18.0,38.0,True,East,25.0,False,0.69
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,85.0,Yellow-billed Duck (Anas ) undulata,15.0,15.0,3.0,9.0,2.0,11.0,7.0,12.0,7.0,2.0,14.0,12.0,8.0,15.0,13.0,12.0,14.0,11.0,2.0,2.0,Medium,20.0,21.0,34.0,40.0,-24.0,True,East,-33.0,False,3.78
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,86.0,"Yellow-naped (Amazona ) Amazon, auropalliata Yellow-naped Parrot",15.0,11.0,15.0,9.0,11.0,3.0,14.0,13.0,12.0,10.0,13.0,12.0,14.0,3.0,2.0,11.0,14.0,13.0,10.0,10.0,Medium,28.0,35.0,39.0,16.0,17.0,True,East,8.0,False,4.33
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,46.96859169199595,Mammalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,0.0,0.0,0.0,0.0,0.0,False,East,0.0,False,0.0
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,87.0,Alpaca (Vicugna ) pacos,11.0,7.0,15.0,5.0,5.0,3.0,14.0,7.0,11.0,13.0,5.0,8.0,10.0,14.0,4.0,6.0,12.0,13.0,2.0,13.0,Medium,22.0,31.0,23.0,24.0,11.0,True,East,6.0,False,4.6
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,88.0,Black-and-white (Varecia ) Ruffed Lemur variegata,9.0,8.0,12.0,9.0,6.0,6.0,6.0,2.0,12.0,5.0,10.0,2.0,3.0,9.0,5.0,9.0,4.0,7.0,11.0,3.0,Medium,18.0,19.0,15.0,23.0,8.0,True,East,-1.0,False,1.67
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,89.0,"Chimpanzee, (Pan ) Common troglodytes chimpanzee, Robust chimpanzee",3.0,7.0,4.0,4.0,6.0,7.0,5.0,11.0,10.0,15.0,12.0,5.0,4.0,4.0,13.0,2.0,3.0,13.0,15.0,4.0,Medium,18.0,36.0,21.0,19.0,18.0,True,East,14.0,False,5.25
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,90.0,Chital/ Spotted (Axis axis ) Deer,11.0,4.0,22.0,26.0,8.0,5.0,2.0,2.0,14.0,13.0,12.0,2.0,10.0,14.0,11.0,6.0,5.0,7.0,4.0,16.0,Medium,15.0,29.0,24.0,31.0,15.0,True,East,-11.0,False,0.92
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,92.0,Eastern Grey (Macropus ) Kangaroo giganteus,2.0,10.0,15.0,2.0,8.0,6.0,2.0,14.0,7.0,9.0,7.0,8.0,2.0,2.0,10.0,15.0,15.0,12.0,6.0,7.0,Medium,16.0,30.0,17.0,27.0,4.0,True,East,2.0,False,8.5
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,93.0,Grant's Zebra (Equus ) quagga boehmi,2.0,2.0,2.0,6.0,4.0,10.0,2.0,15.0,15.0,7.0,11.0,14.0,2.0,10.0,14.0,5.0,15.0,3.0,11.0,4.0,Medium,16.0,37.0,27.0,29.0,3.0,True,East,-3.0,False,4.5
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,94.0,Indian Crested (Hystrix ) Porcupine indica,5.0,6.0,4.0,4.0,4.0,4.0,7.0,14.0,4.0,9.0,7.0,4.0,15.0,14.0,13.0,10.0,4.0,4.0,11.0,19.0,Medium,15.0,27.0,26.0,37.0,-17.0,True,East,-21.0,False,6.5
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,95.0,Indian Muntjac (Muntiacus ) muntjak,8.0,10.0,5.0,5.0,3.0,4.0,8.0,15.0,9.0,6.0,6.0,13.0,10.0,10.0,6.0,12.0,3.0,4.0,5.0,12.0,Medium,15.0,30.0,29.0,28.0,-7.0,True,East,-12.0,False,5.8
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,96.0,Jaguar (Panthera ) onca,13.0,7.0,4.0,2.0,2.0,2.0,15.0,11.0,14.0,15.0,14.0,5.0,8.0,6.0,4.0,9.0,5.0,4.0,4.0,2.0,Medium,19.0,40.0,27.0,19.0,15.0,True,East,13.0,False,13.5
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,97.0,Malayan Tapir (Tapirus ) indicus,3.0,4.0,5.0,12.0,13.0,14.0,9.0,9.0,8.0,14.0,2.0,13.0,8.0,11.0,7.0,9.0,7.0,2.0,8.0,4.0,Medium,36.0,31.0,23.0,27.0,29.0,True,East,17.0,False,1.92
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,98.0,Nilgai (Boselaphus ) tragocamel us,10.0,13.0,3.0,3.0,11.0,11.0,10.0,12.0,8.0,5.0,9.0,9.0,7.0,10.0,14.0,14.0,4.0,15.0,11.0,2.0,Medium,32.0,25.0,25.0,38.0,-3.0,True,East,-6.0,False,8.33
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,99.0,Northern Giraffe (Giraffa ) camelopard alis,6.0,5.0,13.0,11.0,11.0,3.0,8.0,11.0,12.0,13.0,2.0,2.0,4.0,4.0,7.0,13.0,3.0,6.0,7.0,9.0,Medium,22.0,36.0,8.0,24.0,37.0,True,East,26.0,False,0.73
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,100.0,Red Kangaroo (Osphranter ) rufus,15.0,9.0,12.0,7.0,12.0,10.0,5.0,7.0,5.0,11.0,6.0,13.0,14.0,9.0,6.0,8.0,11.0,10.0,12.0,8.0,Medium,27.0,23.0,33.0,23.0,1.0,True,East,-6.0,False,4.71
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,101.0,Ring-tailed Lemur (Lemur catta ),6.0,2.0,6.0,14.0,2.0,9.0,6.0,4.0,14.0,2.0,11.0,5.0,4.0,4.0,2.0,11.0,2.0,15.0,11.0,3.0,Medium,17.0,20.0,20.0,17.0,14.0,True,East,0.0,False,1.43
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,102.0,Sambar Deer (Rusa ) unicolor,5.0,2.0,7.0,3.0,10.0,2.0,4.0,8.0,3.0,4.0,9.0,12.0,11.0,7.0,2.0,8.0,6.0,2.0,15.0,4.0,Medium,16.0,15.0,32.0,17.0,-15.0,True,East,-18.0,False,10.67
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,103.0,Serval (Leptailurus ) serval,11.0,11.0,7.0,14.0,3.0,10.0,8.0,3.0,11.0,8.0,6.0,5.0,9.0,3.0,13.0,12.0,13.0,8.0,13.0,4.0,Medium,21.0,22.0,20.0,28.0,9.0,True,East,-5.0,False,1.43
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,46.96859169199595,Reptilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,0.0,0.0,0.0,0.0,0.0,False,East,0.0,False,0.0
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,105.0,Aldabra Giant (Aldabrachel ) Tortoise ys gigantea,7.0,3.0,4.0,2.0,11.0,2.0,7.0,15.0,4.0,3.0,14.0,9.0,10.0,9.0,8.0,10.0,10.0,7.0,12.0,2.0,Medium,20.0,22.0,33.0,27.0,-16.0,True,East,-18.0,False,16.5
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,106.0,"Ball Python, Royal (Python ) Python regius",9.0,6.0,15.0,2.0,8.0,7.0,3.0,5.0,5.0,2.0,2.0,5.0,12.0,6.0,11.0,12.0,5.0,5.0,12.0,10.0,Medium,18.0,12.0,19.0,29.0,-16.0,True,East,-18.0,False,9.5
